latitude,longitude,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,gemeindeteil_name,gemeindeteil_schluessel,strasse_name,strasse_schluessel,hausnummer,hausnummer_zusatz,postleitzahl,art,bezeichnung,betreiber,barrierefrei,oeffnungszeiten,telefon_festnetz,telefon_mobil,email,website
54.1068795721068,12.0758007605609,6d100ae4-fec2-11e4-b916-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Krischanweg,"06260",10,a,"18069",Discounter,NORMA,Norma Lebensmittelfilialbetrieb Stiftung & Co. KG,1,Mo-Sa 08:00-20:00,,,,http://www.norma-online.de/
54.1384033941222,12.1150019102712,0b9d7760-5e6e-4d18-a656-a0fcf05f1832,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Peez,"0029",Zum Südtor,"11160",5,,"18147",Nahversorger,Border Shop,Scandlines Deutschland GmbH,0,Mo-So 08:15-20:00,,,,"https://www.rostock-port.de/hafenplan?bounds=12.12746,54.14287,12.10783,54.13487&service=1#services"
54.1226600807023,12.0599854339717,8a3fcd5e-d038-407c-8b29-b0ed7cb889e6,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Bertolt-Brecht-Str.,"01340",23,,"18106",Discounter,ALDI,ALDI Einkauf GmbH & Co. OHG,0,Mo-Sa 07:00-21:00,,,,https://www.aldi-nord.de/
54.1076580046885,12.1577424665884,2dca20b4-7060-11e8-805d-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-West,"0023",Hinrichsdorfer Str.,"03600",13,a,"18146",Discounter,Lidl,Lidl Vertriebs-GmbH & Co. KG,1,Mo-Sa 07:00-21:00,+49 800 4353361,,kontakt@lidl.de,https://www.lidl.de/
54.0844004353224,12.1348259905603,6cc68dc4-fec2-11e4-b8ff-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Hermannstr.,"03550",34,a,"18055",Discounter,PENNY,PENNY Markt GmbH,1,Mo-Sa 07:00-21:00,+49 221 20199959,,kontakt@penny.de,https://www.penny.de/
54.1196660643732,12.0599185278043,6d6928ea-fec2-11e4-b932-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Henrik-Ibsen-Str.,"03490",29,,"18106",Discounter,PENNY,PENNY Markt GmbH,1,Mo-Sa 07:00-21:00,+49 221 20199959,,kontakt@penny.de,https://www.penny.de/
54.0877008184876,12.0823717747134,6cd37246-fec2-11e4-b903-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gartenstadt/Stadtweide,"0015",Johannes-Kepler-Str.,"10650",28,a,"18069",Discounter,NETTO,Netto ApS & Co. KG,1,Mo-Sa 07:00-20:00,,+49 180 2551212,service@netto.de,https://netto.de
54.0854697676836,12.1137814533485,fed13013-e0a8-48a5-acd6-a13387c26844,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Ulmenmarkt,"09130",1,,"18057",Nahversorger,E-Kiosk,"Eric Rohde, Frank Rohde",0,24/7,,,,https://www.e-kiosk.eu/
54.0916329809706,12.1427163043729,6cf9bf8c-fec2-11e4-b90f-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Grubenstr.,"03160",24,,"18055",Discounter,NETTO,Netto ApS & Co. KG,1,Mo-Sa 07:00-20:00,,+49 180 2551212,service@netto.de,https://netto.de
54.0887986920939,12.1302434156385,6d0049d8-fec2-11e4-b911-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Kröpeliner Str.,"06290",54,,"18055",Discounter,Netto Marken-Discount,Netto Marken-Discount AG & Co. KG,1,Mo-Sa 08:00-20:00,+49 800 2000015,,info@netto-online.de,https://www.netto-online.de/
54.1333796383482,12.0585294545515,b4ea30c6-da6e-4f1c-bb11-a362d73f3ccd,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Talliner Str.,"10470",3,,"18107",Discounter,Mix Markt Rostock,Mix Markt 100 oHG,1,Mo-Sa 09:00-19:00,+49 381 44056599,,mixmarkt100@monolith-gruppe.com,https://www.mixmarkt.eu/de/germany/maerkte/100/
54.1040102026967,12.1160636267491,6d296976-fec2-11e4-b91e-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gehlsdorf,"0025",Schulstr.,"08390",5,,"18147",Supermarkt,EDEKA Jens,Jens Märkte Jens GmbH & Co. KG,1,Mo-Sa 08:00-20:00,+49 381 6668544,,edeka-jens.mv@t-online.de,https://www.edeka.de/eh/nord/edeka-jens-schulstr.-5/index.jsp
54.0893561502546,12.1211468452863,6dc40f94-fec2-11e4-b94f-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Doberaner Str.,"01860",144,,"18057",Discounter,Lidl,Lidl Vertriebs-GmbH & Co. KG,1,Mo-Sa 07:00-21:00,+49 800 4353361,,kontakt@lidl.de,https://www.lidl.de/
54.1229652574562,12.0598584965288,6dab0c7e-fec2-11e4-b947-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Bertolt-Brecht-Str.,"01340",23,,"18106",Supermarkt,EDEKA Sünwold,EDEKA Kersten Sünwold,1,"Mo-Fr 08:00-20:00; Sa 08:00-18:00",+49 381 713121,,suenwold.nord@edeka.de,https://www.edeka.de/eh/nord/edeka-s%C3%BCnwold-bertolt-brecht-str.-23/index.jsp
54.0830757253848,12.1351861348711,6d2cb374-fec2-11e4-b91f-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Hermannstr.,"03550",30,,"18055",Supermarkt,EDEKA Zöllick,EDEKA Viola Zöllick,1,Mo-Sa 08:00-21:00,+49 381 4923973,,zoellick.rostock.nord@edeka.de,https://www.edeka.de/eh/nord/edeka-z%C3%B6llick-hermannstra%C3%9Fe-30/index.jsp
54.0795801494261,12.1069115810726,80c4d592-9166-11ea-b9ad-005056b3c6e4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hansaviertel,"0014",Seidelstr.,"08540",5,,"18059",Supermarkt,CAP-Markt,Integra Güstrow GmbH,1,Mo-Sa 07:00-20:00,+49 381 49685887,,,https://www.cap-markt.de/
54.1430380321686,12.1054738975556,eacf2af4-9d84-4c64-aa5d-45c01f66a20d,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Peez,"0029",Godeke-Michels-Str.,"88250",1,,"18147",Nahversorger,Easy Marked,Scandlines Bordershop Rostock GmbH,0,Mo-So 06:00-22:00,+49 381 2073555,,easymarked@scandlines.com,https://easymarked.de/
54.0892660959836,12.1135553491546,3a5ea62c-557e-11e7-8069-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Fritz-Reuter-Str.,"02660",66,,"18057",Nahversorger,Späti 66,,0,Mo-Sa 16:00-04:00,,,,https://de-de.facebook.com/Sp%C3%A4ti-Ktv-111774419187686/
54.0979052105287,12.1741012764076,93e69d2a-a0fd-11e6-854d-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Alt Bartelsdorfer Str.,"00230",1,,"18146",Discounter,NETTO,Netto ApS & Co. KG,1,Mo-Sa 07:00-20:00,,+49 180 2551212,service@netto.de,https://netto.de
54.0781551266577,12.1328070217134,b1bf9ffa-bfa6-4cbe-bbe1-bac415409b23,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Herweghstr.,"03570",51,,"18055",Nahversorger,Reise Markt,,0,"Mo-Fr 07:00-19:00; Sa 08:00-18:00",,,,
54.0677280988976,12.1179115787782,6db469c2-fec2-11e4-b94a-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Tychsenstr.,"02060",20,,"18059",Supermarkt,EDEKA Brinkmann,EDEKA Handelsgesellschaft Nord mbH,1,Mo-Sa 08:00-21:00,+49 381 49687920,,info@edeka.de,https://www.edeka.de/eh/nord/edeka-z%C3%B6llick-tychsenstra%C3%9Fe-20-21/index.jsp
54.0940247514053,12.1070566384744,6dae280a-fec2-11e4-b948-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Werftstr.,"09680",50,,"18057",Supermarkt,EDEKA center Schlickeisen,Schlickeisen Lebensmittel GmbH & Co. KG,1,Mo-Sa 08:00-20:00,+49 381 80899031,,rostock@edeka-schlickeisen.de,https://www.edeka.de/eh/nord/e-center-schlickeisen-werftstr.-50/index.jsp
54.08895219851,12.1302186455247,6d8eda9a-fec2-11e4-b93e-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Kröpeliner Str.,"06290",54,,"18055",Bio-Supermarkt,Denns BioMarkt,dennree GmbH,1,Mo-Sa 09:00-20:00,+49 381 8774780,,zentrale@dennree.de,https://www.biomarkt.de/rostock-kroepeliner-str-54/marktseite
54.1165848864909,12.148498047715,6d75ced8-fec2-11e4-b936-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Toitenwinkel,"0024",Salvador-Allende-Str.,"08170",46,,"18147",Discounter,NETTO,Netto ApS & Co. KG,1,Mo-Sa 07:00-20:00,,+49 180 2551212,service@netto.de,https://netto.de
54.1350448567613,12.0522868865917,6d85867a-fec2-11e4-b93b-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Stockholmer Str.,"08760",1,a,"18107",Discounter,Netto Marken-Discount,Netto Marken-Discount AG & Co. KG,1,Mo-Sa 07:00-21:00,+49 800 2000015,,info@netto-online.de,https://www.netto-online.de/
54.0728778885968,12.1232586857443,6d231fa8-fec2-11e4-b91c-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Ziolkowskistr.,"09920",1,,"18059",Discounter,NETTO,Netto ApS & Co. KG,1,Mo-Sa 07:00-20:00,,+49 180 2551212,service@netto.de,https://netto.de
54.1127206662481,12.1383942723784,6d78eb04-fec2-11e4-b937-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Toitenwinkel,"0024",Pablo-Picasso-Str.,"07450",32,,"18147",Discounter,Netto Marken-Discount,Netto Marken-Discount AG & Co. KG,1,Mo-Sa 07:00-22:00,+49 800 2000015,,info@netto-online.de,https://www.netto-online.de/
54.1522953659401,12.0666058334033,6d952062-fec2-11e4-b940-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lichtenhagen,"0008",Güstrower Str.,"07410",8,,"18109",Discounter,Lidl,Lidl Vertriebs-GmbH & Co. KG,1,Mo-Sa 07:00-21:00,+49 800 4353361,,kontakt@lidl.de,https://www.lidl.de/
54.1172788246145,12.0529907392295,6dbaadaa-fec2-11e4-b94c-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Maxim-Gorki-Str.,"06940",66,,"18106",Discounter,Lidl,Lidl Vertriebs-GmbH & Co. KG,1,Mo-Sa 07:00-21:00,+49 800 4353361,,kontakt@lidl.de,https://www.lidl.de/
54.0791572020714,12.1582945583018,6dbdced6-fec2-11e4-b94d-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Neubrandenburger Str.,"07190",10,,"18055",Discounter,Lidl,Lidl Vertriebs-GmbH & Co. KG,1,Mo-Sa 07:00-21:00,+49 800 4353361,,kontakt@lidl.de,https://www.lidl.de/
54.0874525826464,12.1176889713274,6d4d1ff6-fec2-11e4-b929-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Ottostr.,"07430",6,,"18057",Discounter,PENNY,PENNY Markt GmbH,1,Mo-Sa 08:00-22:00,+49 221 20199959,,kontakt@penny.de,https://www.penny.de/
54.0714620607543,12.1173405397167,6d0ce986-fec2-11e4-b915-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Nobelstr.,"07420",50,a,"18059",Discounter,PENNY,PENNY Markt GmbH,1,Mo-Sa 07:00-20:00,+49 221 20199959,,kontakt@penny.de,https://www.penny.de/
54.1335073209049,12.0525637526344,6d503b14-fec2-11e4-b92a-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lütten Klein,"0010",Kopenhagener Str.,"06160",1,,"18107",Discounter,PENNY,PENNY Markt GmbH,1,Mo-Sa 07:00-21:00,+49 221 20199959,,kontakt@penny.de,https://www.penny.de/
54.1525711420522,12.0725797150528,6d5ca70a-fec2-11e4-b92e-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",A.-Tischbein-Str.,"06900",49,,"18109",Discounter,PENNY,PENNY Markt GmbH,1,Mo-Sa 07:00-20:00,+49 221 20199959,,kontakt@penny.de,https://www.penny.de/
54.0896874746699,12.1352539656357,09dd4b57-9fc5-49ef-8093-787db755acf8,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Lange Str.,"06450",28,,"18055",Nahversorger,Vietnett,Vietnett GmbH,0,Mo-Sa 08:30-20:00,,,,
54.1044059350257,12.1150441915338,6ce690b0-fec2-11e4-b909-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Gehlsdorf,"0025",Pressentinstr.,"07720",63,b,"18147",Discounter,NETTO,Netto ApS & Co. KG,1,Mo-Sa 07:00-20:00,,+49 180 2551212,service@netto.de,https://netto.de
54.1542498786426,12.0727238652367,6d6f8d20-fec2-11e4-b934-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Zum Laakkanal,"09970",3,,"18109",Discounter,NETTO,Netto ApS & Co. KG,1,Mo-Sa 07:00-20:00,,+49 180 2551212,service@netto.de,https://netto.de
54.0807024388123,12.1879566944585,6d56766e-fec2-11e4-b92c-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Flaßkoppweg,"02450",3,,"18055",Discounter,NETTO,Netto ApS & Co. KG,1,Mo-Sa 07:00-20:00,,+49 180 2551212,service@netto.de,https://netto.de
54.1516148102426,12.0722366396188,fedcee68-7820-11e7-b108-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Schiffbauerring,"08210",59,,"18109",Nahversorger,Dalmira - Arabische Lebensmittel,,1,Mo-Sa 08:00-21:00,,+49 1573 2200017,,https://de-de.facebook.com/Dalmira-%D8%AF%D8%A7%D9%84%D9%85%D9%8A%D8%B1%D8%A7-180265592471926/
54.0602616128095,12.1146698060382,6d1ffe68-fec2-11e4-b91b-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Biestow,"0018",Weidengrund,"10730",1,,"18059",Discounter,NORMA,Norma Lebensmittelfilialbetrieb Stiftung & Co. KG,1,Mo-Sa 08:00-20:00,,,,http://www.norma-online.de/
54.076039831853,12.121027410689,6d1668d0-fec2-11e4-b918-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Pütterweg,"07760",1,,"18059",Supermarkt,Kaufland,Kaufland Warenhandel Brandenburg GmbH & Co. KG,1,Mo-Sa 07:00-22:00,+49 381 44040790,,,https://filiale.kaufland.de/
54.1076641140843,12.0580668029629,6cc9cb7e-fec2-11e4-b900-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",An den Griebensöllen,"12610",2,,"18069",Discounter,Netto Marken-Discount,Netto Marken-Discount AG & Co. KG,1,Mo-Sa 07:00-20:00,+49 800 2000015,,info@netto-online.de,https://www.netto-online.de/
54.1775001473753,12.0904482008296,80c4c552-9166-11ea-b9aa-005056b3c6e4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Am Bahnhof,"00310",4,,"18119",Nahversorger,Mabuhay Store,Josselle Desmayan,,"Mo-Fr 08:30-20:00; Sa 09:00-21:00; So 09:00-20:30",+49 381 66675998,,mabuhay-store@t-online.de,https://de-de.facebook.com/Mabuhay-Store-Internetcafe-more-in-Warnem%C3%BCnde-374534459319821/
54.1231038128836,12.1671071653734,36773064-12c2-11e7-aa13-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Hinrichsdorf,"0026",Goorstorfer Str.,"10340",50,,"18146",Supermarkt,Calle,Calle GmbH,0,"Mo-Do 07:30-20:00; Fr,Sa 07:30-21:00",+49 461 77302470,,,https://www.calle.dk/info/Rostock_4070l1.aspx?languageid=1&countryid=11&currencyid=54
54.0920377346685,12.1506036031109,6cf0416e-fec2-11e4-b90c-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Gaffelschonerweg,"13520",12,,"18055",Supermarkt,EDEKA Holzhalbinsel,EDEKA Märkte Ingolf Schubert,1,Mo-Sa 08:00-22:00,+49 381 37583830,,info@dein-edeka.de,https://www.edeka.de/eh/nord/edeka-holzhalbinsel-gaffelschonerweg-12/index.jsp
54.0783967149789,12.1318529002567,42fc0bf6-83e8-11e7-a8aa-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Konrad-Adenauer-Platz,"10100",4,,"18055",Nahversorger,SPAR Express,EDEKA C+C großmarkt GmbH,1,"Mo-Do 05:30-22:00; Fr 05:30-22:30; Sa 06:00-22:30; So 06:00-22:00",,,,https://www.spar-express.de/
54.1745328331781,12.0871985945817,34b92d64-7bfd-11e7-9052-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Poststr.,"07710",16,b,"18119",Bio-Nahversorger,Warnemünder Reformhaus,K. Meyer,0,"Mo-Fr 09:00-18:00; Sa 08:00-13:00",+49 381 5191123,,warnemuenderreformhaus@yahoo.de,https://de-de.facebook.com/Warnem%C3%BCnder-Reformhaus-169561959912461/
54.1239612216261,12.07182836514,80c484a2-9166-11ea-b9a7-005056b3c6e4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schmarl,"0012",Handwerkstr.,"10140",1,,"18069",Supermarkt,Kaufland,Kaufland Warenhandel Brandenburg GmbH & Co. KG,1,Mo-Sa 07:00-22:00,+49 381 857490,,,https://filiale.kaufland.de/
54.1694394946575,12.0366715433368,1cd6ba26-1012-11e5-b382-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Diedrichshagen,"0002",Am Stolteraer Ring,"13560",2,,"18119",Nahversorger,LANDMARKT 615 regional.täglich.frisch,Carsten Loll,1,"Di-Fr 07:30-18:00; Sa,So 07:30-17:00",+49 381 77885055,,info@landmarkt615.de,https://landmarkt615.de/
54.1928221804928,12.1468563775252,6cfcef54-fec2-11e4-b910-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Markgrafenheide,"0003",Warnemünder Str.,"09520",2,,"18146",Discounter,NETTO,Netto ApS & Co. KG,1,Mo-Sa 07:00-20:00,,+49 180 2551212,service@netto.de,https://netto.de
54.1500009159163,12.0763994517904,6d5fc782-fec2-11e4-b92f-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Schiffbauerring,"08210",68,,"18109",Discounter,Netto Marken-Discount,Netto Marken-Discount AG & Co. KG,1,"Mo-Do,Sa 07:00-22:00; Fr 07:00-21:45",+49 800 2000015,,info@netto-online.de,https://www.netto-online.de/
54.1455434770484,12.0687625034634,6d9e8800-fec2-11e4-b943-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Groß Klein,"0009",Schiffbauerring,"08210",1,,"18109",Discounter,Lidl,Lidl Vertriebs-GmbH & Co. KG,1,Mo-Sa 07:00-21:00,+49 800 4353361,,kontakt@lidl.de,https://www.lidl.de/
